ID_Estudiante,Facultad,Carrera,Edad,Genero,Ciclo_Actual,Promedio_Ponderado,Creditos_Aprobados,Cursos_Desaprobados,Asistencia_Porcentaje,Ranking_Facultad,Modalidad_Ingreso,Ingreso_Familiar_Mensual,Distrito_Residencia,Tiempo_Transporte_Minutos,Tiene_Internet,Tiene_Computadora,Trabaja,Vive_Con_Padres,Nivel_Estres,Satisfaccion_Carrera,Participacion_Actividades,Horas_Estudio_Diarias,Uso_Biblioteca,Uso_Tutorias,Actividades_Extracurriculares,Probabilidad_Desercion
UNI001613,FIEE,Ingeniería Eléctrica,29,M,10,11.4,138,1,77.93,67,Ordinario,3120.37,San Martín de Porres,44.0,1,1,0,1,1,5,1,4.9,0,0,3,0.0
UNI001614,FIC,Ingeniería Civil,22,M,3,12.09,24,2,74.89,55,Dos Primeros,1766.63,San Juan de Lurigancho,61.0,1,1,1,1,3,4,3,4.4,0,0,2,0.1
UNI001615,FIEE,Ingeniería Eléctrica,16,M,7,15.78,34,1,81.26,96,Dos Primeros,2926.67,Los Olivos,64.0,1,1,0,0,2,3,2,3.7,1,0,3,0.2
UNI001616,FIEE,Ingeniería Eléctrica,16,M,1,13.69,162,1,79.49,39,Ordinario,3241.89,Ate,32.0,1,1,1,1,5,2,1,2.9,1,0,2,0.3
UNI001617,FIEECS,Estadística,22,M,8,13.0,21,1,89.74,65,Dos Primeros,2911.59,Ate,68.0,1,1,0,1,2,4,4,5.3,1,0,3,0.0
UNI001618,FIEE,Ingeniería Eléctrica,25,F,7,10.99,164,1,95.96,75,Ordinario,1074.44,Los Olivos,52.0,0,1,0,0,4,4,4,2.7,1,1,3,0.2
UNI001619,FIQT,Ingeniería Textil,24,M,4,14.43,213,4,91.62,2,Ordinario,4535.65,San Juan de Lurigancho,74.0,1,1,0,0,4,3,4,4.6,1,0,2,0.25
UNI001620,FAU,Arquitectura,22,M,5,10.94,182,1,94.72,69,Ordinario,1906.63,Breña,76.0,1,1,0,0,3,3,0,2.4,1,1,1,0.1
UNI001621,FC,Química,25,M,10,10.35,202,2,93.88,86,Ordinario,3072.13,Independencia,49.0,1,1,0,1,4,4,2,4.9,1,0,1,0.25
UNI001622,FIAU,Ingeniería Ambiental,20,M,1,12.73,95,2,75.73,62,Ordinario,3321.79,Callao,72.0,1,1,0,1,5,4,4,5.0,1,0,1,0.1
UNI001623,FIC,Ingeniería Civil,23,M,4,7.7,116,1,81.66,46,Traslado Externo,2545.18,Ate,43.0,1,1,1,1,3,4,3,2.1,1,0,2,0.25
UNI001624,FC,Química,17,F,1,13.72,199,2,100.0,77,Ordinario,3244.51,Santa Anita,86.0,1,1,0,1,3,1,4,4.4,1,0,3,0.1
UNI001625,FIAU,Ingeniería Ambiental,24,M,1,13.25,191,1,79.55,87,Ordinario,2224.73,Los Olivos,44.0,1,0,0,0,5,4,0,4.4,1,0,2,0.3
UNI001626,FAU,Urbanismo,21,F,10,11.79,19,3,100.0,31,Ordinario,5147.1,San Juan de Lurigancho,67.0,1,0,0,0,1,5,2,4.7,1,0,0,0.2
UNI001627,FAU,Urbanismo,28,M,1,11.98,105,3,80.83,99,Ordinario,2739.49,San Miguel,56.0,1,0,0,1,2,2,1,4.4,0,0,0,0.3
UNI001628,FIC,Ingeniería Civil,24,M,7,12.26,3,2,64.52,35,Ordinario,3899.01,Breña,40.0,0,1,0,1,5,2,2,3.0,1,0,2,0.3
UNI001629,FIC,Ingeniería Civil,17,M,7,10.92,17,1,82.53,45,Ordinario,1907.37,Ate,78.0,1,1,0,1,1,3,1,3.8,0,0,0,0.1
UNI001630,FAU,Arquitectura,18,M,4,12.87,50,3,93.47,77,Ordinario,3721.28,Rímac,48.0,1,1,0,1,1,4,1,5.7,0,0,1,0.0
UNI001631,FIAU,Ingeniería Ambiental,27,M,2,12.0,195,6,100.0,54,Ordinario,2282.79,San Miguel,26.0,1,1,0,1,4,2,4,2.9,1,0,1,0.25
UNI001632,FIEE,Ingeniería Electrónica,23,M,3,12.72,19,2,70.22,71,Ordinario,1606.85,Independencia,15.0,1,1,0,1,3,2,5,4.3,1,0,1,0.1
UNI001633,FIP,Ingeniería de Petróleo,16,F,8,12.19,121,1,93.28,69,Dos Primeros,1934.92,Callao,42.0,1,1,1,0,3,5,3,5.2,1,0,0,0.3
UNI001634,FIM,Ingeniería Mecánica,25,M,8,11.79,136,3,93.93,29,Ordinario,2152.09,Ate,88.0,1,1,0,0,4,5,3,3.0,1,0,1,0.1
UNI001635,FC,Matemática,22,F,6,13.06,79,2,98.01,72,Dos Primeros,3111.45,Breña,85.0,1,1,0,0,4,1,5,2.6,0,0,1,0.2
UNI001636,FIEECS,Ciencias Sociales,22,M,10,14.06,153,1,58.29,8,Ordinario,5875.79,Rímac,46.0,0,1,0,1,3,1,4,2.7,0,0,1,0.2
UNI001637,FC,Física,28,F,9,11.45,101,2,100.0,54,Ordinario,5735.68,San Miguel,53.0,1,1,0,1,5,2,0,4.4,0,1,2,0.2
UNI001638,FIEECS,Ciencias Sociales,16,F,9,13.29,24,1,89.41,7,Ordinario,2678.15,Rímac,51.0,1,1,0,0,5,3,1,2.7,0,0,3,0.2
UNI001639,FIAU,Ingeniería Ambiental,24,M,4,13.54,195,2,89.59,83,Ordinario,3959.42,Los Olivos,33.0,1,0,1,1,5,2,5,3.9,1,0,3,0.4
UNI001640,FIEECS,Ciencias Sociales,23,F,1,9.93,168,3,95.39,23,Ordinario,1746.22,Breña,41.0,1,1,1,1,5,3,3,5.4,1,0,2,0.35
UNI001641,FIC,Ingeniería Civil,19,M,1,14.45,58,1,64.95,100,IEN,930.0,Ate,80.0,1,1,0,0,4,2,2,3.9,0,1,1,0.5
UNI001642,FIP,Ingeniería de Petróleo,25,F,10,16.61,44,1,95.15,32,Ordinario,3030.59,Santa Anita,70.0,0,1,0,1,2,5,0,3.2,0,0,1,0.0
UNI001643,FIP,Ingeniería Petroquímica,26,M,5,12.32,40,5,100.0,62,Traslado Externo,3546.29,Callao,65.0,1,1,1,1,2,4,4,4.1,1,0,2,0.25
UNI001644,FIC,Ingeniería Civil,20,M,2,12.16,37,1,71.31,45,Ordinario,3783.26,Jesús María,33.0,1,1,0,1,3,2,0,3.9,1,1,2,0.1
UNI001645,FIQT,Ingeniería Química,17,F,6,12.07,116,1,84.36,68,Ordinario,4079.7,Santa Anita,62.0,1,0,0,1,2,1,3,4.5,0,0,0,0.2
UNI001646,FIAU,Ingeniería de Recursos Naturales,28,M,7,13.74,18,1,85.37,30,Ordinario,2669.55,San Martín de Porres,15.0,1,1,0,0,5,3,5,5.6,0,0,2,0.2
UNI001647,FIQT,Ingeniería Química,24,M,1,13.52,13,0,88.56,39,Ordinario,3072.04,Ate,77.0,1,1,0,1,4,3,4,4.4,1,0,1,0.0
UNI001648,FIQT,Ingeniería Química,27,F,6,9.32,126,2,89.26,5,IEN,3821.24,Breña,65.0,1,1,1,1,5,2,3,6.0,0,0,2,0.45
UNI001649,FC,Física,27,M,8,10.77,148,5,78.29,67,Dos Primeros,4193.47,Los Olivos,33.0,1,1,1,1,1,3,1,4.5,1,0,1,0.25
UNI001650,FAU,Artes,21,M,5,13.51,142,1,85.4,22,Dos Primeros,2092.87,Rímac,92.0,1,1,0,1,4,1,0,3.2,1,0,0,0.3
UNI001651,FC,Matemática,18,M,7,12.21,2,2,100.0,28,Ordinario,3210.68,Los Olivos,24.0,1,0,1,1,1,5,5,6.3,1,0,2,0.1
UNI001652,FAU,Artes,27,M,10,10.17,36,4,89.06,22,Ordinario,3649.55,Cercado de Lima,71.0,1,1,0,1,1,4,1,3.9,1,0,0,0.4
UNI001653,FIM,Ingeniería Mecatrónica,22,F,6,15.5,116,3,88.68,86,Traslado Externo,3147.55,Breña,71.0,1,1,1,0,3,4,2,2.9,0,1,1,0.3
UNI001654,FIEECS,Ciencias Sociales,24,M,4,10.9,173,2,77.85,98,Ordinario,2377.96,Breña,35.0,1,1,0,1,1,3,1,6.3,0,1,1,0.1
UNI001655,FAU,Arquitectura,18,M,7,12.57,15,0,98.39,29,Dos Primeros,3003.09,Breña,59.0,1,0,0,0,2,2,0,3.3,1,0,1,0.2
UNI001656,FIC,Ingeniería Civil,17,M,10,12.16,141,3,82.83,43,Ordinario,3529.73,Independencia,27.0,1,0,0,1,2,3,2,3.2,0,0,1,0.0
UNI001657,FC,Física,22,F,9,10.34,8,3,64.5,42,IEN,2239.35,San Miguel,15.0,1,1,0,1,1,1,3,3.4,0,1,0,0.45
UNI001658,FIAU,Ingeniería Ambiental,22,M,10,12.87,6,0,89.2,60,Dos Primeros,1802.76,Independencia,39.0,1,1,0,1,3,2,5,4.2,0,0,2,0.1
UNI001659,FIEECS,Estadística,19,M,10,13.28,141,1,92.07,77,Traslado Externo,5059.54,Callao,48.0,1,1,0,0,1,5,2,4.9,1,1,2,0.1
UNI001660,FIM,Ingeniería Mecatrónica,26,F,7,11.56,133,2,82.01,71,Ordinario,3187.53,Los Olivos,73.0,1,1,1,1,4,1,0,1.4,1,0,1,0.3
UNI001661,FAU,Urbanismo,24,M,5,11.83,212,6,62.68,74,Ordinario,3938.35,Callao,61.0,1,1,1,1,4,5,4,4.9,0,1,1,0.35
UNI001662,FIM,Ingeniería Mecánica,29,M,7,13.7,14,2,73.84,92,Ordinario,3209.5,Santa Anita,62.0,1,1,0,0,4,2,2,3.4,1,0,0,0.4
UNI001663,FIAU,Ingeniería de Recursos Naturales,23,M,3,8.55,179,1,83.85,68,Dos Primeros,4050.32,Callao,40.0,1,1,1,1,4,5,3,3.6,1,0,0,0.35
UNI001664,FIQT,Ingeniería Textil,28,M,2,10.81,71,3,81.1,59,Dos Primeros,3079.18,San Juan de Lurigancho,49.0,1,1,1,1,1,1,2,5.7,1,0,1,0.2
UNI001665,FIP,Ingeniería de Petróleo,28,M,5,12.93,161,1,89.42,96,Ordinario,3587.11,Independencia,41.0,1,1,0,1,5,1,5,4.2,1,0,1,0.3
UNI001666,FIAU,Ingeniería Ambiental,16,M,4,11.45,103,5,90.92,86,Ordinario,1890.47,Breña,36.0,1,1,0,1,5,3,1,4.4,1,1,2,0.35
UNI001667,FIIS,Ingeniería Industrial,16,F,5,11.42,128,1,80.64,84,Ordinario,1234.88,Jesús María,48.0,1,1,1,0,4,2,4,4.0,1,1,2,0.5
UNI001668,FIAU,Ingeniería Ambiental,20,M,8,14.3,95,3,71.01,84,Dos Primeros,2523.52,San Juan de Lurigancho,61.0,1,1,0,1,3,4,0,4.8,1,1,2,0.1
UNI001669,FIM,Ingeniería Mecatrónica,21,F,4,11.23,121,2,99.53,6,Ordinario,1574.21,La Victoria,49.0,1,0,0,1,3,4,4,5.6,1,0,1,0.0
UNI001670,FIC,Ingeniería Civil,18,M,9,16.46,114,2,90.61,73,Ordinario,930.0,Los Olivos,54.0,1,1,0,1,1,5,1,1.5,0,1,3,0.2
UNI001671,FC,Física,28,F,7,8.99,196,3,91.71,28,Ordinario,3301.75,San Miguel,74.0,1,1,0,1,5,4,4,5.1,1,0,0,0.35
UNI001672,FIC,Ingeniería Civil,24,F,10,8.08,213,2,88.84,77,Ordinario,1230.64,Santa Anita,50.0,1,1,1,1,1,4,1,5.5,0,1,0,0.45
UNI001673,FIM,Ingeniería Mecánica,27,M,7,14.26,147,1,95.97,31,IEN,3949.5,Los Olivos,33.0,1,0,0,1,2,1,5,4.5,1,0,0,0.2
UNI001674,FC,Física,25,M,8,10.53,79,2,81.19,39,Ordinario,4441.19,San Martín de Porres,71.0,1,1,1,1,4,1,2,3.3,0,0,1,0.2
UNI001675,FIIS,Ingeniería de Sistemas,29,M,6,10.57,6,0,93.28,50,Ordinario,1557.01,Independencia,65.0,1,0,1,1,2,1,0,2.8,0,1,1,0.2
UNI001676,FIP,Ingeniería Petroquímica,21,F,8,14.47,134,2,91.69,78,Ordinario,3288.67,Los Olivos,67.0,0,0,0,0,2,4,1,6.4,0,1,0,0.2
UNI001677,FIEECS,Ciencias Sociales,19,F,3,11.51,49,3,91.35,86,Ordinario,4857.93,San Miguel,73.0,1,1,1,1,3,5,1,3.1,1,1,0,0.3
UNI001678,FIM,Ingeniería Mecánica,27,M,10,14.32,129,1,73.05,37,Ordinario,2528.02,Cercado de Lima,69.0,1,1,0,0,5,2,2,5.5,0,0,0,0.4
UNI001679,FAU,Artes,22,M,10,11.28,46,0,86.39,88,Ordinario,3610.85,San Martín de Porres,61.0,1,1,0,0,4,3,1,4.4,1,1,1,0.2
UNI001680,FIM,Ingeniería Mecánica,23,M,1,13.23,13,2,88.87,72,Ordinario,5392.9,Ate,108.0,1,1,1,1,1,5,0,6.0,0,0,3,0.2
UNI001681,FIM,Ingeniería Mecatrónica,24,F,6,11.48,30,2,100.0,15,Ordinario,1322.85,Los Olivos,34.0,1,1,0,1,4,1,3,3.7,1,0,3,0.2
UNI001682,FC,Química,28,M,1,10.66,49,2,86.0,51,Dos Primeros,1980.72,San Juan de Lurigancho,48.0,1,1,1,0,1,5,4,2.4,0,0,3,0.2
UNI001683,FIEE,Ingeniería Electrónica,26,M,9,15.96,188,1,95.82,70,Dos Primeros,3564.09,Cercado de Lima,79.0,1,1,0,1,1,2,5,4.0,0,1,2,0.1
UNI001684,FIAU,Ingeniería Ambiental,21,M,2,14.73,40,0,70.14,23,Traslado Externo,5172.44,Ate,63.0,1,0,1,1,5,1,5,2.5,1,0,2,0.3
UNI001685,FIEE,Ingeniería de Telecomunicaciones,21,M,2,11.05,13,3,77.83,25,IEN,2288.78,Los Olivos,75.0,1,1,0,1,2,2,1,6.7,0,0,1,0.1
UNI001686,FIIS,Ingeniería de Sistemas,23,F,7,12.14,132,1,89.39,95,Ordinario,5435.73,San Martín de Porres,63.0,0,1,0,1,1,3,4,4.6,0,0,3,0.1
UNI001687,FAU,Urbanismo,27,M,2,15.45,202,0,89.3,46,Ordinario,3131.96,Santa Anita,87.0,1,1,0,1,5,5,5,4.8,1,1,3,0.1
UNI001688,FIP,Ingeniería de Petróleo,20,M,10,10.52,4,2,77.83,93,Dos Primeros,1032.74,Independencia,40.0,0,1,0,1,2,3,4,4.8,1,0,2,0.2
UNI001689,FIQT,Ingeniería Textil,29,M,8,10.63,191,3,94.56,23,Ordinario,4590.48,San Martín de Porres,87.0,1,1,0,0,2,4,5,3.3,1,0,3,0.1
UNI001690,FIIS,Ingeniería Industrial,18,M,6,13.44,156,1,83.32,10,Ordinario,2536.38,Ate,83.0,1,1,0,1,4,5,3,3.9,1,0,0,0.1
UNI001691,FIQT,Ingeniería Química,27,M,7,17.04,202,5,83.09,73,Ordinario,3448.53,Rímac,36.0,1,1,0,1,4,4,1,4.1,1,0,2,0.15
UNI001692,FIQT,Ingeniería Textil,18,F,7,12.61,4,1,84.22,77,Ordinario,1340.83,Callao,73.0,1,1,0,1,4,2,0,5.9,1,0,0,0.3
UNI001693,FIP,Ingeniería de Petróleo,28,F,6,14.6,112,0,98.39,32,Ordinario,2246.75,La Victoria,59.0,1,1,0,1,3,4,1,2.8,1,1,3,0.0
UNI001694,FIC,Ingeniería Civil,21,M,10,10.47,117,3,95.89,51,Ordinario,1503.13,Cercado de Lima,48.0,1,1,0,0,2,2,4,3.3,1,0,1,0.35
UNI001695,FIEE,Ingeniería Eléctrica,17,M,9,13.22,95,0,100.0,41,Ordinario,1397.01,San Juan de Lurigancho,22.0,1,1,1,1,3,3,2,3.6,0,0,3,0.2
UNI001696,FIM,Ingeniería Mecatrónica,21,F,9,11.78,35,2,90.5,65,Dos Primeros,3098.04,Jesús María,40.0,1,1,1,0,4,1,3,3.3,1,0,1,0.3
UNI001697,FIEECS,Ingeniería Económica,28,M,7,16.23,78,0,100.0,65,Ordinario,3566.78,San Martín de Porres,74.0,0,1,0,1,5,3,0,2.5,0,0,0,0.2
UNI001698,FIQT,Ingeniería Textil,21,M,9,15.7,18,4,87.38,40,IEN,2453.24,San Martín de Porres,76.0,0,0,0,0,4,4,0,1.3,1,0,0,0.45
UNI001699,FAU,Urbanismo,23,F,10,17.06,191,1,83.74,18,Ordinario,1562.85,La Victoria,56.0,0,1,0,1,1,2,4,2.2,0,1,3,0.1
UNI001700,FIIS,Ingeniería de Sistemas,22,F,3,11.11,21,3,80.62,36,Ordinario,1723.89,Santa Anita,76.0,1,1,0,0,5,4,0,5.1,0,0,2,0.2
UNI001701,FIC,Ingeniería Civil,23,F,3,12.57,161,0,83.24,31,Ordinario,3371.63,Cercado de Lima,79.0,1,1,0,1,5,1,4,4.0,1,0,0,0.3
UNI001702,FIQT,Ingeniería Textil,29,F,1,13.25,55,1,83.73,54,Ordinario,3110.69,San Miguel,63.0,1,1,0,1,2,5,0,4.8,0,0,1,0.0
UNI001703,FIC,Ingeniería Civil,24,F,5,11.19,16,2,78.14,63,Ordinario,3388.07,San Juan de Lurigancho,46.0,1,0,0,0,3,5,0,3.4,0,0,1,0.1
UNI001704,FIC,Ingeniería Civil,21,M,4,12.76,203,2,79.09,1,Ordinario,4558.41,Jesús María,69.0,1,1,0,1,1,5,5,3.9,0,0,2,0.0
UNI001705,FIQT,Ingeniería Química,29,M,2,14.32,216,2,91.08,52,Dos Primeros,3575.35,Ate,70.0,1,0,0,1,5,4,5,5.6,0,1,3,0.1
UNI001706,FC,Química,18,M,9,11.4,183,0,80.12,100,Dos Primeros,3409.03,Rímac,73.0,1,1,0,1,3,5,4,5.6,0,0,0,0.2
UNI001707,FIAU,Ingeniería Ambiental,25,M,3,11.09,16,1,68.0,57,Ordinario,5368.72,Cercado de Lima,77.0,1,1,1,1,3,2,3,4.9,1,0,3,0.3
UNI001708,FAU,Urbanismo,18,M,8,10.96,201,4,67.49,9,Ordinario,2725.22,San Martín de Porres,33.0,1,1,1,1,1,1,0,4.2,1,1,0,0.55
UNI001709,FIM,Ingeniería Mecatrónica,26,M,6,9.81,219,1,64.03,86,Ordinario,5383.68,Cercado de Lima,50.0,1,1,1,0,1,3,1,4.5,1,1,3,0.55
UNI001710,FIM,Ingeniería Mecatrónica,27,M,5,14.21,209,2,70.83,92,Ordinario,4423.88,Jesús María,22.0,1,1,0,0,4,2,2,4.4,1,0,2,0.3
UNI001711,FAU,Urbanismo,16,M,1,11.09,145,5,73.0,90,Ordinario,2702.07,Cercado de Lima,75.0,1,1,0,1,4,1,5,3.8,1,0,1,0.35
UNI001712,FC,Química,26,M,4,10.88,172,2,75.26,74,Traslado Externo,3804.84,Los Olivos,56.0,1,0,0,1,5,3,4,3.6,0,0,3,0.1
UNI001713,FIM,Ingeniería Mecánica,28,M,3,13.56,77,5,87.86,56,Ordinario,2784.8,La Victoria,69.0,1,0,0,1,5,5,0,5.1,1,1,3,0.25
UNI001714,FIC,Ingeniería Civil,20,M,1,12.48,55,4,72.28,47,Dos Primeros,1563.6,Los Olivos,30.0,1,1,0,1,5,3,5,2.7,1,0,0,0.35
UNI001715,FIP,Ingeniería Petroquímica,29,F,5,11.45,79,3,75.81,3,Ordinario,2991.96,Ate,88.0,1,1,1,0,4,4,3,5.5,0,0,3,0.2
UNI001716,FIIS,Ingeniería de Sistemas,19,M,6,14.12,49,2,66.68,2,Dos Primeros,1532.87,Santa Anita,36.0,1,0,1,1,5,4,5,3.7,1,1,3,0.3
UNI001717,FIEE,Ingeniería Electrónica,24,M,2,11.37,57,1,78.4,54,Ordinario,3232.96,Cercado de Lima,75.0,1,1,1,1,5,5,1,2.7,0,0,2,0.2
UNI001718,FIM,Ingeniería Mecánica,24,F,3,8.15,17,1,92.24,37,Dos Primeros,3800.48,San Miguel,62.0,1,1,1,1,4,5,4,3.5,0,0,3,0.25
UNI001719,FAU,Arquitectura,29,M,6,15.17,207,3,84.77,56,Dos Primeros,2783.09,Rímac,56.0,0,1,0,1,4,2,1,3.1,0,0,2,0.1
UNI001720,FIP,Ingeniería Petroquímica,20,M,4,10.84,208,3,85.82,31,Ordinario,3230.96,Independencia,55.0,1,1,1,1,5,2,5,3.4,1,0,2,0.3
UNI001721,FIQT,Ingeniería Textil,25,M,9,11.06,134,1,84.98,97,Ordinario,3214.39,Los Olivos,47.0,1,1,1,1,5,4,2,3.4,1,1,2,0.3
UNI001722,FIAU,Ingeniería Ambiental,19,M,5,11.07,75,4,72.15,96,IEN,3844.35,Ate,86.0,1,0,0,1,3,1,3,3.4,1,0,0,0.45
UNI001723,FAU,Artes,22,F,4,12.62,9,2,80.91,12,Dos Primeros,3089.48,Ate,60.0,1,1,0,1,2,2,4,3.7,1,0,2,0.1
UNI001724,FIC,Ingeniería Civil,21,M,2,11.95,68,5,87.21,58,Ordinario,2685.27,Cercado de Lima,35.0,1,1,0,1,4,1,4,3.9,1,1,0,0.35
UNI001725,FIAU,Ingeniería Ambiental,19,M,6,14.48,84,6,94.7,67,Ordinario,3798.94,Santa Anita,52.0,1,1,0,1,2,4,0,4.8,0,0,1,0.15
UNI001726,FIIS,Ingeniería Industrial,28,M,10,15.79,130,1,88.64,26,Ordinario,3158.56,San Martín de Porres,63.0,1,1,0,0,4,2,1,3.8,1,0,2,0.2
UNI001727,FIIS,Ingeniería de Sistemas,28,M,2,11.14,82,2,93.81,78,Ordinario,930.0,San Miguel,78.0,1,1,1,1,3,1,4,4.3,1,0,3,0.3
UNI001728,FC,Física,25,M,7,10.62,108,1,74.14,12,Ordinario,2649.71,Cercado de Lima,48.0,1,1,0,0,2,1,1,4.0,1,1,2,0.2
UNI001729,FIEECS,Ciencias Sociales,17,M,3,11.46,43,2,69.97,90,Ordinario,2482.83,Breña,49.0,1,0,0,1,3,2,2,4.5,1,1,1,0.3
UNI001730,FC,Matemática,16,M,9,13.38,197,2,67.48,16,Ordinario,3147.46,Independencia,60.0,1,1,0,1,1,5,0,4.0,1,0,2,0.1
UNI001731,FIP,Ingeniería de Petróleo,19,M,5,12.27,141,0,93.17,53,Dos Primeros,3039.99,Los Olivos,77.0,1,1,0,1,2,3,2,3.4,1,0,0,0.1
UNI001732,FIAU,Ingeniería Ambiental,19,M,8,11.5,131,2,70.6,72,Dos Primeros,1049.64,Jesús María,33.0,0,1,0,1,2,5,0,3.1,0,1,1,0.1
UNI001733,FIEECS,Ingeniería Económica,28,M,6,9.91,17,0,95.62,49,Ordinario,1508.28,San Juan de Lurigancho,70.0,1,1,1,1,2,3,0,4.2,1,0,1,0.25
UNI001734,FIQT,Ingeniería Textil,16,M,10,8.08,92,5,80.54,49,Dos Primeros,2047.14,Santa Anita,51.0,1,1,0,1,1,1,1,5.3,0,0,0,0.5
UNI001735,FIC,Ingeniería Civil,21,F,8,10.49,179,2,100.0,92,Ordinario,3064.46,Independencia,54.0,1,1,1,1,1,2,5,3.8,1,0,0,0.55
UNI001736,FIAU,Ingeniería Ambiental,19,M,3,15.03,37,0,80.51,7,Ordinario,4073.84,Independencia,100.0,1,1,0,1,3,4,0,3.3,1,1,3,0.1
UNI001737,FC,Matemática,16,M,3,13.37,207,1,81.06,15,IEN,1396.36,Cercado de Lima,56.0,1,1,0,0,1,2,2,3.7,0,1,1,0.3
UNI001738,FIEE,Ingeniería de Telecomunicaciones,16,M,5,12.12,147,3,85.67,36,Ordinario,2327.89,San Juan de Lurigancho,75.0,1,1,1,1,4,5,5,3.4,1,1,2,0.1
UNI001739,FIEECS,Ciencias Sociales,28,M,10,13.96,215,3,80.85,72,Ordinario,2951.53,Cercado de Lima,74.0,1,1,1,1,5,3,2,3.3,0,1,0,0.3
UNI001740,FIEECS,Ciencias Sociales,16,F,3,9.92,171,2,89.18,74,Ordinario,2068.6,Callao,36.0,1,1,0,1,2,2,5,2.6,1,1,3,0.25
UNI001741,FIC,Ingeniería Civil,23,M,8,12.61,50,3,74.55,15,Ordinario,3087.38,San Juan de Lurigancho,23.0,1,1,1,1,3,3,2,3.8,0,0,0,0.2
UNI001742,FIM,Ingeniería Mecánica,25,F,10,8.93,18,3,86.86,62,Dos Primeros,3640.27,Ate,76.0,1,1,0,1,3,5,1,4.2,0,0,0,0.25
UNI001743,FIIS,Ingeniería de Sistemas,23,M,8,13.19,119,1,77.49,18,Traslado Externo,2243.19,Jesús María,38.0,1,1,0,1,3,5,1,2.9,0,1,3,0.0
UNI001744,FIIS,Ingeniería Industrial,17,F,2,13.02,67,0,82.94,46,Dos Primeros,3327.58,San Miguel,27.0,1,1,0,1,3,2,3,3.1,0,0,1,0.1
UNI001745,FIEE,Ingeniería Eléctrica,26,M,4,13.07,65,2,71.25,61,Dos Primeros,2885.48,Santa Anita,81.0,1,1,0,1,2,4,4,3.1,0,1,2,0.0
UNI001746,FIP,Ingeniería de Petróleo,28,F,10,14.84,140,3,93.72,43,Dos Primeros,1850.9,Ate,40.0,1,1,0,1,3,4,3,2.6,1,1,0,0.1
UNI001747,FIP,Ingeniería Petroquímica,22,M,1,14.05,189,0,81.44,44,Dos Primeros,2859.12,Santa Anita,45.0,1,1,0,1,2,3,3,3.0,0,0,1,0.0
UNI001748,FIQT,Ingeniería Química,29,M,4,10.08,188,3,94.16,99,Ordinario,3456.67,Los Olivos,99.0,1,0,0,1,3,2,0,3.8,0,0,3,0.45
UNI001749,FIAU,Ingeniería Ambiental,23,M,4,14.87,157,1,77.63,66,IEN,4413.74,Callao,27.0,1,1,0,1,3,1,0,2.7,1,0,3,0.1
UNI001750,FAU,Arquitectura,23,M,10,12.08,97,2,84.91,55,Ordinario,4644.24,San Martín de Porres,35.0,0,1,0,1,5,5,3,3.9,1,0,3,0.1
UNI001751,FIM,Ingeniería Mecánica,26,F,9,8.56,157,0,94.26,86,IEN,2432.32,San Miguel,51.0,1,0,1,1,4,3,4,3.3,1,1,1,0.35
UNI001752,FC,Física,25,M,3,12.28,178,2,73.25,79,Ordinario,2372.05,Santa Anita,55.0,1,1,0,1,1,5,3,3.1,0,0,2,0.0
UNI001753,FAU,Arquitectura,26,M,2,13.79,87,3,76.18,39,Dos Primeros,3040.39,San Martín de Porres,42.0,1,1,0,0,1,3,1,4.4,1,1,1,0.1
UNI001754,FAU,Arquitectura,28,M,9,10.47,175,2,93.11,100,Dos Primeros,2457.3,San Martín de Porres,37.0,1,0,1,1,1,2,2,3.4,0,0,1,0.45
UNI001755,FIEECS,Ciencias Sociales,22,M,9,15.17,32,0,98.47,5,Traslado Externo,4213.03,San Martín de Porres,90.0,1,1,0,1,4,3,3,3.5,1,1,3,0.0
UNI001756,FIEE,Ingeniería de Telecomunicaciones,20,M,1,10.65,104,1,85.16,57,Dos Primeros,3100.69,Cercado de Lima,65.0,1,1,0,1,2,3,0,5.3,1,0,0,0.1
UNI001757,FIIS,Ingeniería de Sistemas,16,M,6,11.54,73,2,75.3,15,Ordinario,3055.24,Jesús María,72.0,1,1,0,1,1,1,4,3.1,1,0,0,0.2
UNI001758,FIQT,Ingeniería Química,27,M,10,11.17,81,0,81.82,91,Ordinario,3643.31,Breña,57.0,1,1,0,1,1,3,0,5.6,0,0,3,0.1
UNI001759,FIP,Ingeniería de Petróleo,24,F,8,9.08,18,3,100.0,16,Ordinario,3159.84,Callao,66.0,1,1,0,1,1,4,1,3.7,0,0,0,0.25
UNI001760,FIEE,Ingeniería Eléctrica,28,M,3,10.51,70,0,71.66,57,Ordinario,3305.24,San Martín de Porres,79.0,1,1,1,1,2,3,5,2.9,1,0,3,0.1
UNI001761,FIEECS,Ingeniería Económica,22,M,9,11.08,56,1,90.28,100,Ordinario,3263.19,Cercado de Lima,40.0,1,1,0,1,4,3,0,3.4,1,1,1,0.1
UNI001762,FC,Química,17,F,2,12.24,146,3,86.26,82,Ordinario,2855.36,Ate,65.0,1,1,0,1,4,2,5,4.1,0,0,3,0.2
UNI001763,FIQT,Ingeniería Textil,21,M,6,6.5,215,2,73.44,99,Ordinario,2097.56,San Juan de Lurigancho,74.0,1,1,0,1,2,3,0,5.3,0,0,2,0.25
